idDevedores,Valor,QtdTitulos
13717,3600,00,1
13719,8494,50,28
13720,6336,00,9
13721,2544,00,8
13722,5973,71,17
13723,2160,00,6
13725,2340,00,3
13726,2120,00,1
13727,3960,00,11
13728,4320,00,12
13729,2500,00,1
13730,3240,00,9
13731,324,97,1
13732,3960,00,11
13733,5328,75,21
13734,1440,00,1
13735,3072,45,6
13736,3600,00,10
13737,2500,00,1
13738,4320,00,12
13739,2160,00,1
13740,4320,00,12
13742,2160,00,6
13743,600,00,2
13744,10518,30,1
13745,2010,00,1
13746,720,00,2
13747,5536,66,16
13748,9833,81,14
13749,4522,50,3
13750,500,00,2
13751,6394,50,21
13752,3262,08,13
13753,1800,00,5
13754,5283,71,15
13755,8040,00,8
13756,7020,00,3
13757,29,10,1
13758,3000,00,2
13759,31928,00,12
13761,10000,00,4
13762,1350,00,1
13763,6524,15,13
13764,420,00,9
13765,7744,00,11
13766,6394,50,21
13767,2520,00,7
13768,5200,00,13
13769,360,00,1
13770,1808,30,5
13772,3060,00,10
13773,14920,00,9
13775,10240,00,7
13776,480,00,1
13777,1000,00,4
13778,21060,00,9
13780,1500,00,3
13781,2880,00,8
13782,2880,00,8
13783,12500,00,5
13784,3240,00,4
13785,8400,00,12
13786,3960,00,11
13787,3240,00,9
13788,3600,00,10
13789,2520,00,7
13790,4200,00,14
13791,700,00,1
13792,4320,00,12
13793,28,00,1
13794,616,00,2
13795,2520,00,9
13796,13672,00,8
13797,6318,71,18
13798,2560,00,5
13799,3900,00,13
13800,1405,94,2
13801,3600,00,10
13802,720,00,2
13803,4485,00,13
13805,600,00,2
13806,20000,00,8
13807,5000,00,2
13808,9801,60,15
13809,360,00,1
13810,5000,00,2
13811,8647,60,8
13812,360,00,1
13813,1881,00,6
13814,6048,30,4
13815,7500,00,3
13816,3060,00,10
13817,2448,00,8
13818,2010,00,2
13819,2520,00,7
13821,3549,96,10
13822,6524,15,13
13823,9396,75,11
13824,2010,00,2
13825,360,00,1
13826,5000,00,10
13828,1680,00,30
13829,2448,00,8
13830,7137,81,7
13831,9396,75,11
13832,2524,91,8
13833,6270,00,4
13835,4528,98,15
13836,612,00,2
13837,2112,00,3
13838,3240,00,9
13839,720,00,1
13840,4928,00,7
13841,1080,00,1
13842,936,00,3
13843,5973,71,17
13844,3530,00,11
13845,930,00,3
13846,3600,00,10
13847,1567,50,5
13848,15335,00,17
13849,3600,00,10
13850,3960,00,11
13851,4320,00,12
13852,4294,50,14
13853,360,00,1
13854,360,00,1
13856,6000,00,12
13857,1440,00,4
13858,2400,00,8
13859,9680,00,4
13865,2520,00,7
13866,3240,00,9
13867,326,04,1
13869,3024,16,12
13870,1500,00,1
13873,5300,00,2
13874,28,00,1
13875,1080,00,3
13876,17520,75,11
13877,360,00,1
13878,3240,00,9
13879,1080,00,2
13880,2520,00,7
13881,1500,00,5
13882,5240,00,16
13883,420,00,1
13885,8400,00,12
13886,3313,50,11
13887,384,00,1
13889,18550,00,7
13890,12400,00,10
13891,540,00,8
13892,1500,00,3
13893,2700,00,9
13894,1260,00,9
13895,1097,25,1
13896,2520,00,7
13897,548,63,1
13899,1920,00,3
13900,720,00,2
13901,1530,00,3
13902,2160,00,1
13903,6375,00,5
13904,280,00,1
13905,2754,00,9
13906,2160,00,6
13907,2880,00,8
13908,12965,00,12
13909,22500,00,9
13910,6480,00,3
13911,3960,00,11
13912,1200,00,4
13913,3240,00,9
13914,2880,00,8
13915,12400,00,10
13916,3024,16,12
13917,3240,00,9
13918,960,00,1
13919,2858,72,11
13920,4578,75,18
13921,2160,00,6
13922,4320,00,12
13923,2160,00,6
13924,3237,00,1
13925,1440,00,4
13926,3960,00,11
13927,4500,00,15
13928,3960,00,11
13929,500,00,1
13930,4500,00,15
13931,3366,00,11
13932,3960,00,11
13933,15000,00,6
13934,2520,00,7
13935,5000,00,2
13936,3240,00,9
13937,4787,20,8
13938,1568,00,8
13939,1080,00,3
13940,1080,00,3
13942,2520,00,7
13943,392,00,9
13944,4020,00,4
13945,2880,00,8
13946,300,00,1
13947,2100,00,7
13948,6094,50,20
13949,6048,30,12
13950,310,00,1
13951,960,00,2
13952,720,00,2
13953,2500,00,1
13954,1400,00,2
13955,600,00,2
13956,756,00,9
13957,2880,00,8
13958,1453,00,1
13959,1540,50,5
13960,3072,00,8
13961,1500,00,1
13962,2160,00,6
13963,720,00,2
13964,5000,00,2
13965,306,00,1
13966,306,00,1
13967,37732,00,16
13968,360,00,1
13969,1680,00,2
13970,2520,00,7
13971,2000,00,8
13972,1440,00,4
13973,1200,00,4
13974,2520,00,7
13975,3600,00,10
13976,2500,00,1
13977,2880,00,8
13978,504,00,9
13979,360,00,1
13980,2100,00,7
13981,3240,00,9
13982,3876,00,3
13983,3528,00,9
13984,29,10,1
13985,2520,00,1
13986,4024,16,16
13987,1080,00,1
13988,5025,00,5
13989,2500,00,1
13990,360,00,1
13991,560,00,10
13994,1005,00,1
13996,4320,00,9
13997,360,00,1
13998,262,08,1
13999,1836,00,6
14000,4320,00,12
14001,4460,00,2
14002,364,00,9
14006,7314,00,6
14007,4578,75,18
14008,3240,00,9
14009,6024,15,12
14010,2880,00,8
14011,900,00,3
14012,1408,00,2
14013,2500,00,1
14014,2700,00,9
14016,7500,00,3
14017,360,00,1
14018,360,00,1
14019,1429,98,4
14020,2160,00,6
14021,18550,00,7
14022,2448,00,8
14023,9920,00,8
14024,2800,00,4
14025,12500,00,5
14026,1200,00,4
14028,16700,00,7
14029,7650,00,6
14030,4320,00,12
14031,2926,00,4
14032,4320,00,12
14033,300,00,1
14034,2160,00,2
14035,504,00,9
14036,6524,15,13
14037,7294,50,24
14038,2520,00,7
14039,4024,16,16
14040,1440,00,4
14041,1824,60,1
14042,4313,20,9
14043,3000,00,10
14044,3960,00,11
14045,2520,00,7
14046,1795,20,3
14048,3000,00,10
14049,9522,14,6
14050,3240,00,9
14051,4500,00,15
14052,306,00,1
14053,7024,15,14
14054,7035,00,7
14055,3981,00,4
14056,600,00,2
14057,4221,00,4
14058,10260,00,11
14059,252,00,9
14061,9094,50,30
14062,840,00,15
14063,360,00,1
14064,252,00,9
14065,2916,00,9
14067,10000,00,4
14068,360,00,1
14069,2000,00,1
14070,965,58,3
14071,377,39,1
14072,1800,00,5
14073,3600,00,10
14075,3960,00,11
14076,3600,00,10
14077,6524,15,13
14078,11880,00,1
14079,17640,00,9
14080,3266,08,12
14081,6048,00,9
14082,2160,00,6
14083,1068,32,2
14085,720,00,2
14086,850,50,1
14087,7040,00,10
14088,3000,00,2
14089,5305,05,19
14090,704,00,1
14091,3672,00,12
14092,3960,00,11
14093,2520,00,7
14094,360,00,1
14095,4320,00,12
14096,3105,00,9
14097,25559,89,30
14099,3960,00,11
14100,2700,00,9
14101,2415,00,7
14102,2500,00,1
14103,3548,75,9
14104,2952,18,7
14105,5191,66,15
14106,4505,44,9
14107,2160,00,6
14108,5000,00,2
14110,3212,00,9
14111,720,00,2
14112,360,00,1
14113,260,00,3
14114,17500,00,7
14115,360,00,1
14116,480,00,1
14117,4928,00,7
14118,2070,00,6
14119,20140,00,12
14120,5194,50,17
14121,2520,00,7
14122,3240,00,9
14123,15000,00,6
14124,9094,50,30
14125,3024,16,12
14126,893,56,1
14127,6650,45,19
14129,918,00,3
14130,1900,00,6
14131,15326,40,12
14132,4499,96,7
14133,5166,62,3
14134,720,00,2
14135,6694,50,22
14137,4320,00,12
14138,2775,53,8
14139,25000,00,10
14141,2500,00,1
14142,2010,00,2
14143,4000,00,8
14145,312,00,1
14146,2142,00,7
14147,1080,00,3
14148,1960,00,1
14149,3100,00,3
14151,12500,00,5
14152,616,00,9
14153,102934,40,4
14154,1196,80,2
14155,2160,00,6
14156,1050,00,1
14157,8494,50,28
14161,1080,00,3
14162,360,00,1
14163,1836,00,6
14164,2160,00,6
14165,3366,00,11
14166,2500,00,1
14167,3960,00,9
14169,4320,00,12
14170,3240,00,9
14171,2072,00,9
14172,4250,00,13
14173,326,04,1
14174,2400,00,8
14177,6582,40,11
14178,6524,15,13
14179,2700,00,9
14180,4992,00,8
14181,6552,00,21
14182,1450,00,5
14183,2286,24,9
14184,1800,00,5
14186,4173,32,12
14187,2286,24,9
14188,2520,00,7
14189,13500,00,9
14190,3024,00,9
14191,4200,00,8
14192,1080,00,3
14193,2142,00,7
14194,5824,00,14
14195,600,00,2
14196,720,00,2
14197,27500,00,11
14198,4300,00,2
14199,627,00,2
14200,2880,00,8
14201,3240,00,9
14202,3960,00,11
14203,360,00,1
14204,927,00,3
14205,720,00,2
14206,1440,00,1
14207,1440,00,4
14208,672,00,7
14209,524,16,2
14210,854,25,1
14211,2880,00,8
14212,6336,00,9
14213,4233,18,12
14214,720,00,2
14216,768,00,2
14217,10270,91,16
14218,6482,00,20
14219,2816,00,4
14220,360,00,1
14221,3960,00,11
14222,706,66,2
14223,2520,00,7
14224,7416,96,19
14225,720,00,1
14226,12500,00,5
14227,4320,00,12
14228,9133,81,13
14229,7040,00,10
14230,2880,00,8
14232,3928,28,11
14233,4800,00,16
14234,313,50,1
14235,756,00,9
14236,1980,00,6
14237,2880,00,8
14238,4485,00,13
14239,1764,00,9
14240,2274,16,9
14243,11700,00,5
14244,6030,00,6
14245,3192,00,28
14246,2156,00,9
14247,7008,71,20
14248,1008,00,9
14249,3366,00,11
14250,4030,00,13
14253,360,00,1
14254,3000,00,10
14255,3960,00,11
14256,720,00,2
14257,2340,00,1
14258,2880,00,8
14260,360,00,1
14261,2880,00,8
14262,5328,75,21
14264,3700,00,12
14265,58548,00,30
14266,360,00,1
14273,1005,00,1
14275,360,00,1
14276,6480,00,1
14277,2520,00,7
14278,3240,00,9
14279,633,60,9
14280,360,00,1
14281,15482,00,24
14282,900,00,3
14283,4048,30,8
14285,3270,00,4
14286,4140,00,12
14287,511,25,1
14288,690,00,2
14289,3100,00,10
14290,2382,74,1
14291,5250,00,4
14292,6000,00,12
14293,360,00,1
14294,8542,50,10
14296,6995,00,21
14297,2520,00,7
14298,3240,00,9
14299,3240,00,9
14300,98,10,2
14301,1008,00,9
14302,1012,08,4
14303,12852,00,7
14305,612,00,1
14306,360,00,1
14307,1292,00,1
14308,5628,71,16
14310,300,00,1
14311,1240,00,1
14312,1080,00,3
14313,720,00,1
14314,7107,00,30
14315,3600,00,10
14316,2194,50,1
14317,5000,00,2
14318,700,00,7
14319,630,75,1
14320,1483,20,3
14321,3366,00,3
14322,350,00,1
14323,10000,00,4
14325,2682,96,15
14326,308,00,10
14327,4320,00,12
14328,1232,00,15
14329,500,00,1
14330,3600,00,10
14331,5536,66,16
14332,1000,00,2
14333,600,00,2
14334,4500,00,15
14335,420,00,15
14336,840,00,15
14337,4500,00,15
14338,5000,00,2
14339,3960,00,11
14340,1800,00,1
14341,2520,00,9
14342,1800,00,5
14343,3400,00,10
14345,203,70,7
14346,3960,00,11
14347,2448,00,8
14348,9840,00,4
14349,4500,00,15
14350,2500,00,1
14351,5000,00,2
14352,3600,00,10
14354,6681,00,22
14355,880,00,1
14356,3240,00,9
14357,2992,00,5
14358,918,00,3
14359,4817,50,19
14360,2800,00,8
14361,608,61,1
14363,5984,00,3
14364,720,00,2
14365,3000,00,2
14366,360,00,1
14368,13617,62,7
14369,3960,00,11
14370,2133,81,3
14371,600,00,2
14373,4450,00,15
14374,719,84,2
14375,2750,00,8
14376,4320,00,12
14378,1800,00,6
14379,3240,00,9
14380,6900,00,20
14381,2346,64,9
14382,56,00,2
14383,7028,18,5
14384,4024,16,16
14385,7894,50,1
14386,5700,00,19
14387,2346,64,9
14388,2160,00,6
14390,3600,00,10
14391,13500,00,9
14392,20000,00,8
14393,4501,66,13
14394,1800,00,6
14395,313,53,1
14396,4578,75,18
14397,2160,00,3
14398,1795,20,3
14399,2160,00,6
14402,5000,00,2
14404,6524,15,13
14405,600,00,2
14406,8340,00,5
14407,3240,00,9
14409,306,00,1
14411,5553,32,16
14414,1836,00,6
14415,704,00,1
14416,1080,00,3
14417,3762,08,15
14418,1800,00,6
14419,3672,00,12
14420,918,00,3
14421,15144,90,10
14422,2700,00,9
14423,5000,00,2
14424,2520,00,7
14426,3960,00,11
14427,720,00,2
14428,2880,00,8
14429,5000,00,20
14430,2520,00,7
14431,5000,00,20
14432,2160,00,6
14433,1408,00,2
14434,2500,00,1
14435,720,00,2
14436,1881,00,6
14437,360,00,1
14438,3600,00,10
14439,2754,00,9
14440,4500,00,15
14441,3870,00,9
14442,1680,00,15
14443,4750,00,19
14444,3960,00,11
14445,12750,00,6
14446,3286,40,5
14447,2500,00,1
14448,3600,00,10
14449,1300,00,4
14450,2142,00,7
14451,2500,00,1
14452,3224,00,8
14453,152,05,5
14454,5376,00,14
14455,4240,00,3
14456,12500,00,5
14457,1080,00,3
14458,6190,08,1
14459,12000,02,6
14460,2160,00,6
14461,7500,00,3
14462,476,00,9
14463,1500,00,3
14464,638,04,2
14465,770,00,1
14468,4405,05,16
14469,262,08,1
14470,3500,00,14
14471,4300,00,10
14472,2500,00,1
14473,14517,82,17
14475,20000,00,8
14476,1800,00,1
14477,3254,94,9
14478,2825,68,1
14479,345,00,1
14480,360,00,1
14481,2520,00,2
14482,7180,80,12
14483,4254,00,4
14484,2520,00,7
14485,943,47,3
14486,2520,00,7
14487,930,00,3
14489,5208,32,15
14490,3240,00,9
14491,3600,00,10
14492,9840,00,4
14493,3960,00,11
14494,408,00,1
14495,1680,00,2
14498,3672,00,3
14499,9833,81,14
14500,704,00,1
14502,5328,75,21
14503,11125,44,19
14504,1408,00,2
14505,720,00,2
14506,10000,00,4
14507,3600,00,10
14508,17500,00,7
14509,704,00,1
14510,14000,00,6
14511,4020,00,4
14512,1005,00,1
14514,7852,80,12
14515,1250,00,5
14516,945,00,1
14517,3960,00,11
14518,11055,00,11
14519,3600,00,10
14520,940,50,3
14521,720,00,2
14522,7008,71,20
14524,360,00,1
14525,720,00,2
14526,306,00,1
14528,1292,00,1
14529,10000,00,4
14530,2160,00,6
14531,720,00,1
14532,3600,00,10
14533,2160,00,6
14534,2880,00,8
14535,114,40,1
14536,3960,00,11
14537,3060,00,10
14538,4320,00,12
14539,5048,30,10
14540,2520,00,3
14541,2754,00,9
14542,720,00,2
14543,4076,80,10
14545,8448,00,12
14546,2520,00,7
14547,10000,00,4
14548,4928,00,7
14551,2520,00,7
14552,1196,80,2
14553,3012,08,12
14554,306,00,1
14555,2880,00,8
14556,3240,00,9
14557,2520,00,7
14558,3960,00,11
14559,2754,00,9
14561,3240,00,9
14562,5964,00,9
14563,2415,00,7
14564,1000,00,4
14565,1500,00,3
14566,3240,00,9
14567,3240,00,9
14568,2995,00,5
14569,3672,00,12
14570,3600,00,10
14571,720,00,2
14572,3960,00,11
14573,607,50,3
14574,3000,00,10
14575,7500,00,3
14576,2880,00,8
14577,1680,00,30
14578,3960,00,11
14579,360,00,1
14580,35026,10,30
14581,6524,15,13
14582,2400,00,8
14583,918,00,3
14584,10600,00,4
14585,1731,08,2
14586,2754,00,9
14587,3960,00,11
14588,2880,00,8
14589,3960,00,11
14590,4644,00,2
14591,6024,15,12
14592,360,00,1
14593,8980,00,5
14594,2880,00,3
14595,306,00,1
14598,5979,75,7
14599,2800,00,4
14600,360,00,1
14601,2400,00,8
14602,1116,45,4
14604,512,08,2
14605,1005,00,1
14606,3774,16,15
14607,490,00,7
14608,4262,08,17
14609,10000,00,4
14610,2280,00,3
14611,2688,00,24
14613,2200,00,11
14614,7500,00,3
14615,3960,00,11
14616,3240,00,9
14617,500,00,1
14618,787,50,1
14619,2853,18,8
14620,300,00,1
14621,500,00,2
14622,2100,00,3
14623,3366,00,11
14624,17500,00,7
14625,15860,00,17
14626,1080,00,1
14627,2700,00,9
14628,3960,00,11
14629,600,00,2
14630,7035,00,7
14631,704,00,1
14632,4224,00,6
14634,4950,00,17
14635,2250,00,9
14636,1275,00,1
14637,306,00,1
14638,1800,00,5
14639,2000,00,4
14640,629,20,1
14641,4500,00,9
14642,3960,00,11
14643,3240,00,9
14644,27500,00,11
14645,2500,00,1
14646,3960,00,11
14647,4186,00,7
14648,4320,00,12
14649,3240,00,9
14650,1850,00,2
14652,1800,00,5
14653,1292,00,1
14654,360,00,1
14655,1500,00,3
14656,36192,41,27
14657,3960,00,11
14658,6663,71,19
14659,4900,00,7
14660,3900,00,13
14662,4320,00,12
14663,2520,00,9
14664,1250,00,5
14665,3240,00,9
14667,624,00,1
14668,5328,75,21
14669,1800,00,5
14670,360,00,1
14671,685,44,2
14672,2739,12,10
14673,2430,00,3
14674,11055,00,11
14675,300,00,1
14676,1240,00,1
14677,360,00,1
14678,1440,00,1
14681,3960,00,11
14682,364,00,9
14685,13012,16,12
14686,360,00,1
14687,2142,00,7
14688,1440,00,2
14689,4460,00,2
14690,360,00,1
14691,1467,62,2
14692,3774,16,15
14693,3960,00,11
14694,2500,00,1
14695,10260,00,6
14696,7440,00,6
14697,900,00,3
14698,3600,00,1
14699,1550,00,5
14700,528,00,1
14701,2590,00,10
14702,2880,00,8
14703,1440,00,4
14704,2880,00,8
14705,6336,00,9
14706,12500,00,5
14707,1250,00,5
14708,4200,00,10
14709,720,00,2
14711,1080,00,3
14712,924,00,3
14713,500,00,1
14714,2448,00,8
14715,3900,00,13
14716,3240,00,9
14717,6048,30,12
14718,610,00,2
14719,12500,00,5
14720,4020,00,4
14721,2772,00,9
14722,900,00,3
14723,1036,00,15
14725,2880,00,8
14726,2520,00,7
14727,10000,00,4
14728,1680,00,3
14729,3505,00,2
14730,448,00,9
14731,3600,00,10
14732,2160,00,6
14733,20000,00,8
14734,4262,08,17
14735,720,00,2
14736,1440,00,2
14738,2500,00,1
14739,2500,00,1
14740,3900,00,13
14741,1080,00,3
14742,3685,50,9
14744,3960,00,11
14745,12500,00,5
14746,720,00,1
14748,4450,00,15
14749,3927,00,13
14750,270,00,1
14752,6336,00,9
14753,7099,75,21
14754,2500,00,1
14755,2160,00,6
14756,6524,15,13
14757,360,00,1
14758,360,00,1
14759,8680,00,7
14760,2880,00,8
14761,612,00,2
14762,2816,00,4
14763,3960,00,11
14764,612,00,1
14765,2494,97,1
14766,2010,00,2
14767,501,50,2
14768,1200,00,4
14769,304,10,1
14770,3000,00,12
14771,3600,00,10
14772,627,00,1
14773,380,92,9
14774,3960,00,11
14775,2567,50,10
14776,1400,00,1
14777,6024,15,12
14778,22500,00,9
14779,360,00,1
14780,306,00,1
14781,250,00,1
14782,4320,00,12
14783,4224,00,6
14785,840,00,15
14786,1350,00,5
14787,1108,80,9
14789,5000,00,2
14790,173,89,1
14791,4320,00,4
14793,310,50,9
14794,11055,00,11
14795,2400,00,8
14796,612,00,2
14797,720,00,2
14798,2500,00,1
14799,360,00,1
14800,2112,00,3
14801,5215,05,19
14802,7744,00,11
14803,360,00,1
14804,2500,00,1
14805,10000,00,4
14806,3840,00,10
14807,4928,00,7
14808,704,00,1
14809,5632,00,8
14810,360,00,1
14811,2880,00,8
14812,2500,00,1
14814,360,00,1
14815,4500,00,2
14816,4828,75,19
14817,5297,00,15
14818,6400,00,8
14819,1408,00,2
14820,560,00,1
14822,7500,00,3
14823,1305,00,2
14824,640,00,1
14825,4200,00,6
14826,1000,00,2
14827,1800,00,5
14828,960,00,1
14829,1080,00,1
14830,1800,00,3
14831,2467,04,3
14832,3015,00,3
14833,360,00,1
14834,306,00,1
14836,9133,81,13
14837,1250,00,5
14838,7040,44,11
14839,2800,00,4
14840,4320,00,12
14841,1920,00,4
14842,3240,00,9
14843,4923,18,14
14844,756,00,9
14845,1048,30,2
14846,17500,00,7
14847,1506,04,1
14848,350,00,1
14849,6694,50,1
14850,1400,00,2
14851,3960,00,11
14852,1400,00,2
14853,3550,00,11
14854,360,00,1
14855,250,00,1
14856,2112,00,3
14857,960,00,2
14858,2499,20,4
14859,690,00,2
14861,2160,00,6
14862,1440,00,4
14863,3000,00,10
14864,540,00,9
14865,612,00,2
14866,12620,40,12
14867,5000,00,2
14868,6804,00,1
14869,5000,00,20
14870,2500,00,1
14871,6524,15,13
14872,5632,00,8
14873,2160,00,6
14875,7394,25,5
14877,2880,00,8
14878,6375,00,3
14880,3600,00,10
14881,3000,00,10
14882,2880,00,8
14883,3240,00,9
14884,2400,00,8
14885,7440,00,6
14886,1800,00,5
14887,20005,00,9
14888,1808,30,5
14889,19991,13,35
14890,4320,00,12
14891,3060,00,10
14892,306,00,1
14893,706,66,2
14894,3012,08,12
14895,4320,00,12
14896,2520,00,7
14897,1120,00,2
14898,3240,00,9
14899,3600,00,10
14900,4288,00,10
14902,252,00,9
14903,2400,00,8
14904,1005,00,1
14905,360,00,1
14907,6024,15,12
14908,1404,48,4
14909,168,00,6
14910,3600,00,10
14911,2520,00,7
14912,3500,00,14
14913,18150,40,14
14914,3900,00,13
14915,1000,00,4
14916,5078,75,20
14917,4016,10,2
14919,500,00,2
14920,945,00,1
14921,3780,00,2
14922,3600,00,10
14923,2160,00,6
14925,360,00,1
14926,2520,00,7
14927,1008,00,14
14928,10050,00,6
14929,320,00,5
14930,6720,00,4
14931,2415,00,7
14932,1500,00,1
14933,4320,00,12
14934,360,00,1
14935,3078,75,12
14936,4273,28,12
14937,4140,00,12
14938,2737,00,1
14940,918,00,1
14942,700,00,2
14943,2500,00,1
14944,250,00,1
14945,5000,00,2
14946,360,00,1
14947,2000,00,4
14949,2500,00,1
14952,2500,00,1
14953,3240,00,9
14954,720,00,2
14955,2880,00,8
14956,360,00,1
14957,360,00,1
14958,2268,00,9
14959,720,00,2
14960,1500,00,1
14961,2448,00,8
14962,840,00,1
14963,306,00,1
14964,3900,00,13
14965,360,00,1
14966,1800,00,5
14967,3960,00,11
14968,3240,00,9
14969,9300,00,5
14970,3600,00,10
14971,313,50,1
14972,64,00,2
14973,756,00,15
14974,4644,90,9
14975,7340,00,3
14976,8400,00,12
14977,3240,00,9
14979,10000,00,4
14980,17500,00,9
14982,511,25,2
14984,2520,00,7
14985,1440,00,4
14986,7040,00,10
14988,12500,00,5
14989,1008,00,9
14990,2880,00,8
14991,196,00,7
14992,4500,00,13
14993,4500,00,15
14994,420,00,15
14995,1836,00,6
14996,1620,00,1
14998,300,00,1
14999,2400,00,8
15000,599,00,1
15001,300,00,1
15002,612,00,2
15003,2772,00,9
15004,4320,00,12
15005,3900,00,13
15006,2700,00,9
15007,3240,00,9
15009,2880,00,8
15010,600,00,2
15011,1500,00,3
15012,8400,00,12
15013,6336,00,9
15014,1453,00,1
15015,3600,00,1
15016,2880,00,8
15017,1800,00,5
15018,1345,00,3
15019,3960,00,11
15020,15120,00,7
15021,5820,00,3
15022,345,00,1
15023,2520,00,7
15024,2880,00,8
15026,22500,00,9
15027,5984,00,10
15028,720,00,2
15029,7520,00,5
15030,270,00,1
15031,19234,38,24
15032,2142,00,7
15033,2100,00,7
15034,2500,00,1
15035,2880,00,8
15036,15000,00,6
15037,2108,00,2
15038,2160,00,6
15039,2500,00,1
15040,5158,00,17
15041,720,00,2
15042,720,00,2
15043,10050,00,10
15044,5040,00,9
15045,600,00,2
15046,5000,00,2
15047,1250,00,5
15048,2458,45,2
15049,2500,00,1
15050,2880,00,8
15051,1408,00,1
15052,2112,00,3
15053,3600,00,10
15054,2700,00,9
15055,13392,00,9
15057,17500,00,7
15058,4000,00,8
15059,4500,00,3
15060,4500,00,9
15061,313,50,1
15062,3600,00,10
15063,4914,00,14
15064,7440,00,6
15066,1168,00,2
15067,5000,00,2
15068,3328,75,13
15069,2160,00,6
15070,5450,00,17
15071,4320,00,12
15072,2700,00,9
15074,3060,00,10
15075,957,60,9
15076,6349,77,4
15077,4320,00,12
15078,4320,00,12
15079,612,00,2
15080,900,00,1
15081,400,80,7
15082,5833,33,5
15083,3600,00,10
15084,6000,00,12
15085,3960,00,11
15086,720,00,2
15087,5100,00,15
15088,2562,75,2
15089,1920,04,4
15091,3240,00,9
15092,1080,00,3
15093,900,00,3
15094,1080,00,3
15095,4200,00,14
15096,842,70,30
15097,3960,00,11
15098,6480,00,7
15099,2880,00,8
15100,4000,00,16
15101,420,00,15
15102,3600,00,10
15103,127224,65,2
15104,9386,67,5
15105,2520,00,7
15106,3960,00,11
15107,2754,00,9
15108,1440,00,4
15109,2500,00,10
15110,2500,00,1
15111,1800,00,1
15112,306,00,1
15113,6080,00,5
15114,5000,00,2
15115,5450,00,17
15117,1440,00,13
15118,3960,00,11
15119,20000,00,8
15120,1240,00,1
15121,1080,00,3
15122,720,00,2
15123,4271,25,5
15124,282,15,1
15125,720,00,2
15126,627,00,1
15127,3240,00,9
15128,3960,00,11
15129,5700,00,20
15130,252,00,9
15131,4224,00,3
15132,2520,00,7
15135,300,00,1
15136,3960,00,11
15137,1080,00,3
15138,1080,00,2
15139,13664,00,4
15140,3567,50,4
15142,2520,00,7
15143,360,00,1
15144,5025,00,5
15145,2612,50,1
15146,3240,00,9
15147,360,00,1
15148,1514,24,4
15149,5000,00,2
15150,1380,00,2
15151,3240,00,9
15152,3240,00,9
15153,1834,56,7
15154,3590,40,6
15155,3111,61,2
15156,5000,00,2
15157,126,00,1
15158,4500,00,15
15160,2700,00,8
15161,1500,00,5
15162,6024,15,12
15163,1800,00,5
15164,1440,00,1
15165,2500,00,1
15166,2880,00,8
15167,2750,00,11
15169,308,00,1
15171,3240,00,9
15172,360,00,1
15173,360,00,1
15175,1224,00,4
15176,5000,00,2
15178,1000,00,2
15179,3600,00,12
15180,12500,00,5
15181,2362,50,3
15182,4733,40,3
15183,3240,00,9
15184,704,00,1
15185,17100,00,10
15186,2070,00,6
15187,2880,00,8
15188,7024,15,14
15189,360,00,1
15192,1382,40,8
15193,2520,00,7
15194,1112,00,2
15195,6615,00,13
15196,6663,71,19
15197,3240,00,9
15198,2520,00,7
15199,2520,00,7
15200,360,00,1
15201,600,00,2
15202,1000,00,2
15203,972,00,1
15204,360,00,1
15205,2754,00,9
15206,5355,00,6
15207,3366,00,11
15208,7500,00,3
15211,4828,75,19
15212,2112,00,1
15213,22120,00,18
15214,4660,00,1
15215,4593,71,13
15216,3200,00,2
15217,1054,00,1
15219,3240,00,9
15220,2776,66,8
15222,2160,00,6
15224,4320,00,12
15225,2160,00,6
15226,1080,00,3
15227,1800,00,5
15228,3000,00,10
15229,2500,00,1
15230,7294,50,24
15231,306,00,1
15232,12118,00,12
15233,2520,00,7
15235,720,00,2
15236,3875,00,2
15237,2400,00,8
15238,1512,00,9
15239,2160,00,6
15240,15450,00,6
15242,900,00,3
15243,4320,00,12
15244,16858,40,13
15245,252,00,9
15247,345,00,1
15248,720,00,2
15250,2520,00,7
15252,24269,84,13
15254,3015,00,3
15255,2880,00,8
15256,4320,00,12
15257,4328,75,17
15258,720,00,2
15259,1920,00,8
15260,4320,00,12
15261,2480,00,2
15262,3000,00,10
15263,2160,00,6
15264,1836,00,1
15266,2010,00,2
15267,3240,00,9
15269,3240,00,9
15270,1440,00,4
15271,4680,00,2
15272,1080,00,3
15273,22500,00,9
15274,4024,16,16
15275,700,00,1
15276,690,00,2
15277,4320,00,12
15278,3600,00,10
15279,4500,00,9
15280,2100,00,7
15281,18000,00,12
15282,2680,00,2
15283,9000,00,18
15284,5000,00,2
15285,700,00,1
15286,3240,00,9
15287,2500,00,1
15288,7008,71,20
15289,2160,00,6
15290,1000,00,2
15291,7500,00,3
15292,3600,00,10
15293,2006,40,5
15294,500,00,1
15295,350,00,1
15296,15840,00,7
15297,9360,00,4
15298,2000,00,1
15299,9045,00,9
15300,2880,00,8
15301,3960,00,11
15302,360,00,1
15303,5000,00,2
15304,7040,00,10
15305,2500,00,1
15306,854,25,1
15307,3240,00,9
15308,19197,71,20
15310,7294,50,24
15311,720,00,2
15312,4320,00,12
15313,3672,00,12
15314,4326,36,12
15315,700,00,14
15316,3350,00,7
15317,6834,00,8
15318,7500,00,3
