idDevedores,Valor,QtdTitulos
17271,10000,00,4
17272,2500,00,1
17273,2942,28,4
17274,3354,76,2
17275,3996,40,4
17276,4592,16,6
17277,2804,79,3
17279,12500,00,5
17280,215,67,1
17281,25200,00,5
17282,1194,00,1
17283,2500,00,1
17284,2500,00,1
17285,20000,00,8
17286,5000,00,2
17287,5000,00,2
17288,7500,00,3
17289,1088,88,4
17290,9000,00,3
17291,1728,00,1
17292,6134,04,2
17293,33,00,1
17294,23300,00,15
17295,80,58,1
17296,12180,00,5
17297,4000,00,1
17298,5300,00,2
17299,18550,00,7
17300,12965,00,12
17301,3554,70,1
17302,25000,00,10
17303,816,00,1
17304,3150,00,1
17305,9650,24,3
17306,12500,00,5
17307,2650,00,1
17308,15271,10,2
17309,61,02,1
17310,20,34,2
17311,5000,00,2
17312,196,00,1
17313,1000,00,2
17314,305,70,1
17315,2500,00,1
17316,2500,00,1
17317,61,75,1
17318,37732,00,16
17319,2500,00,1
17320,2500,00,1
17321,282,80,1
17322,2500,00,1
17323,2125,00,1
17324,4460,00,2
17325,2500,00,1
17326,2500,00,1
17327,7500,00,3
17328,18550,00,7
17329,4185,00,17
17330,15000,00,6
17331,16700,00,7
17332,3000,00,1
17333,2500,00,1
17334,2500,00,1
17335,3842,30,32
17336,5252,00,4
17337,10260,00,11
17338,300,00,1
17339,5378,30,1
17340,10000,00,4
17341,431,58,1
17342,2500,00,1
17343,2000,00,1
17344,8829,00,3
17345,6601,92,2
17346,4725,00,2
17347,560,00,1
17348,2500,00,1
17349,5000,00,2
17350,15000,00,6
17351,20140,00,12
17352,15000,00,6
17354,2125,00,1
17355,7200,00,1
17356,5000,00,2
17357,22500,00,9
17358,2500,00,1
17360,10000,00,4
17361,600,00,1
17362,25000,00,10
17363,4500,00,2
17365,717,25,1
17366,2500,00,1
17367,12500,00,5
17368,11700,00,5
17369,2500,00,1
17370,2500,00,1
17371,1000,00,1
17372,672,00,1
17373,1264,00,1
17374,5000,00,2
17375,112,00,1
17376,10000,00,4
17377,56,00,1
17378,5000,00,2
17380,9840,00,4
17381,2500,00,1
17382,5000,00,2
17383,300,00,1
17384,125,05,1
17385,375,15,3
17386,17500,00,7
17387,120,00,2
17388,5000,00,2
17389,1980,00,2
17390,5000,00,2
17391,7500,00,3
17392,1441,64,1
17393,2500,00,1
17394,2500,00,1
17395,2730,00,1
17396,12750,00,6
17397,2500,00,1
17398,2500,00,1
17399,12500,00,5
17400,7500,00,3
17401,2500,00,1
17402,20000,00,8
17403,9840,00,4
17404,10000,00,4
17405,17500,00,7
17406,14000,00,6
17407,3488,95,2
17408,10000,00,4
17409,2500,00,1
17411,10000,00,4
17412,7500,00,3
17413,1120,00,1
17414,10600,00,4
17415,2322,00,1
17416,77,45,5
17417,99,77,1
17418,10000,00,4
17419,7500,00,3
17420,4392,00,1
17421,990,00,1
17422,720,00,1
17423,9200,00,2
17424,17500,00,7
17425,5000,00,2
17426,2500,00,1
17427,251,68,2
17428,31500,00,21
17429,25000,00,10
17430,2500,00,1
17431,1295,00,1
17432,8300,00,1
17433,205,01,1
17434,4460,00,2
17435,2500,00,1
17436,12500,00,5
17437,2144,24,2
17438,3900,00,1
17439,12500,00,5
17440,10000,00,4
17441,3505,00,2
17442,17500,00,7
17443,658,00,2
17444,2500,00,1
17445,2500,00,1
17446,12500,00,5
17447,2500,00,1
17448,4640,00,1
17449,2500,00,1
17450,22500,00,9
17451,1952,00,1
17452,5000,00,2
17453,2500,00,1
17454,6328,00,1
17455,2500,00,1
17456,10000,00,4
17457,2500,00,1
17458,7500,00,3
17459,1100,32,1
17460,98,00,3
17461,40,00,1
17462,10,00,1
17463,50,00,1
17464,20,00,2
17465,39,00,2
17466,13,00,1
17467,23,00,2
17468,20,00,1
17470,5850,00,1
17471,3918,38,1
17473,756,00,1
17474,17500,00,7
17475,1688,45,2
17476,13230,00,3
17477,5000,00,2
17479,2500,00,1
17480,2500,00,1
17481,3030,00,1
17482,6375,00,3
17483,4200,00,2
17484,20005,00,9
17485,1680,00,1
17487,1005,00,1
17488,2500,00,1
17489,7500,00,3
17490,33600,00,1
17491,2500,00,1
17492,238,00,1
17493,5000,00,2
17494,247,38,1
17495,2500,00,1
17496,2500,00,1
17497,1568,00,1
17498,56,00,1
17499,7340,00,3
17500,10000,00,4
17501,17500,00,9
17502,12500,00,5
17503,2500,00,1
17504,28,00,1
17505,2500,00,1
17507,7200,00,3
17508,2500,00,1
17509,15000,00,6
17510,2500,00,1
17511,10050,00,10
17512,2500,00,1
17513,5000,00,2
17514,2500,00,1
17515,15000,00,6
17516,629,41,1
17517,3240,00,9
17518,5000,00,2
17519,18,96,1
17520,212,73,1
17521,833,34,2
17523,300,00,1
17524,28,00,1
17525,286,52,1
17526,2500,00,1
17527,2500,00,1
17528,2500,00,1
17529,6080,00,5
17530,5000,00,2
17531,17500,00,7
17532,28,00,1
17533,9829,00,2
17534,2700,00,1
17535,5000,00,1
17536,4550,00,1
17537,27775,00,5
17538,3720,00,2
17539,5000,00,2
17540,1219,00,1
17541,23104,00,2
17542,3256,00,1
17543,444,00,1
17544,3111,61,2
17545,5000,00,2
17546,5355,00,1
17547,2500,00,1
17548,6960,00,3
17549,2500,00,1
17550,5000,00,2
17551,12500,00,5
17552,4165,60,1
17554,120,00,2
17555,7500,00,3
17556,22120,00,18
17557,4660,00,2
17558,108,00,1
17559,550,00,1
17560,2945,00,1
17561,172,30,1
17562,24000,00,8
17563,108,00,4
17564,3694,60,1
17565,2500,00,1
17566,10050,00,3
17567,196,00,1
17568,15450,00,6
17569,2730,00,1
17570,995,52,8
17571,1479,00,1
17572,8165,00,1
17573,600,00,1
17574,3520,00,2
17575,135,10,1
17576,225,00,1
17577,22500,00,9
17578,5000,00,2
17579,2500,00,1
17580,5651,36,2
17581,7500,00,3
17583,14544,00,5
17584,2121,00,1
17585,5000,00,2
17586,2500,00,1
17587,10080,00,5
17588,7500,00,3
17589,110,82,2
17590,2500,00,1
17591,5000,00,2
17592,12500,00,5
17593,5000,00,2
17595,4500,00,2
17596,1572,48,6
17597,2500,00,1
17598,2500,00,1
17599,63,00,1
17600,600,00,2
17601,800,00,1
17602,15000,00,6
17603,2500,00,1
17604,22500,00,9
17605,2500,00,1
17606,20000,00,8
17607,10000,00,4
17608,300,00,1
17609,21957,82,15
17610,283,04,1
17611,13660,00,6
17612,308,00,1
17613,7500,00,3
17614,15000,00,6
17615,28600,00,24
17616,2500,00,1
17617,7500,00,3
17618,25000,00,10
17619,15000,00,6
17620,11,85,1
17621,10000,00,4
17622,28,00,1
17623,24000,00,4
17624,7500,00,3
17625,1449,00,3
17626,12500,00,5
17627,2500,00,1
17628,4906,27,1
17629,2902,93,1
17630,4680,00,1
17631,2500,00,1
17633,1500,00,1
17634,12500,00,5
17635,2500,00,1
17636,8794,00,13
17637,7500,00,3
17638,500,00,1
17639,1000,00,2
17640,269,70,1
17641,3446,40,4
17642,1888,20,1
17645,149,80,1
17647,519,10,2
17648,319,80,1
17649,899,20,2
17650,449,50,5
17652,5358,30,5
17654,359,70,2
17655,5044,70,1
17657,1798,00,1
17660,928,80,5
17669,239,80,1
17670,8730,82,3
17674,889,20,1
17676,89,90,1
17677,179,70,3
17678,179,80,1
17679,1019,00,2
17680,2877,30,3
17681,7483,00,2
17688,2367,90,1
17689,239,80,1
17695,3876,00,3
17698,1572,45,1
17703,1080,00,3
17705,918,00,3
17708,1080,00,3
17709,1795,20,3
17712,294,00,1
17713,1080,00,3
17715,1795,20,3
17723,360,00,1
17726,720,00,2
17732,1080,00,3
17738,360,00,1
17742,1080,00,3
17746,2112,00,3
17748,360,00,1
17754,918,00,3
17759,1500,00,1
17761,306,00,1
17763,360,00,1
17765,918,00,3
17768,2348,19,1
17769,2112,00,3
17772,360,00,1
17773,306,00,1
17774,1500,00,3
17775,4500,00,3
17777,1080,00,3
17780,918,00,3
17781,918,00,3
17784,1408,00,2
17787,2480,00,2
17789,612,00,2
17791,1080,00,3
17792,1440,00,2
17798,2500,00,1
17799,4680,00,2
17801,1080,00,3
17814,720,00,2
17815,1080,00,3
17817,1080,00,3
17821,612,00,2
17822,918,00,3
17823,3000,00,2
17832,295,26,1
17833,720,00,2
17834,1005,00,1
17836,2120,00,1
17839,1080,00,3
17849,1080,00,3
17850,3920,00,2
17852,320,00,2
17853,1080,00,3
17855,9856,00,8
17859,612,00,2
17860,360,00,1
17863,306,00,1
17868,1080,00,3
17870,918,00,3
17871,1080,00,3
17873,360,00,1
17876,1080,00,3
17877,360,00,1
17878,612,00,2
17880,1080,00,3
17881,1080,00,3
17882,360,00,1
17883,1080,00,3
17886,704,00,1
17889,360,00,1
17890,1080,00,3
17894,1080,00,3
17895,1080,00,3
17896,918,00,3
17897,918,00,3
17898,360,00,1
17902,1080,00,3
17903,360,00,1
17904,1080,00,3
17906,720,00,2
17910,1080,00,3
17913,2562,75,3
17914,612,00,2
17915,306,00,1
17916,510,00,2
17918,720,00,2
17920,1080,00,3
17926,1795,20,3
17927,704,00,1
17929,1708,50,2
17930,720,00,2
17934,360,00,1
17935,918,00,3
17936,1080,00,3
17937,918,00,3
17938,1080,00,3
17941,306,00,1
17945,306,00,1
17946,1080,00,3
17951,1080,00,3
17954,612,00,2
17955,360,00,1
17957,360,00,1
17958,306,00,1
17961,1080,00,1
17964,360,00,1
17965,918,00,3
17968,1080,00,3
17969,360,00,1
17970,360,53,1
17974,1080,00,3
17975,1080,00,3
17979,2112,00,3
17983,720,00,2
17984,918,00,3
17988,360,00,1
18000,1080,00,3
18002,360,00,1
18003,360,00,1
18008,1080,00,3
18009,918,00,3
18010,2112,00,3
18011,1080,00,3
18014,306,00,1
18015,1795,20,3
18017,1080,00,3
18019,180,00,1
18022,3015,00,3
18031,918,00,3
18032,918,00,3
18035,2010,00,1
18037,1080,00,3
18043,1080,00,3
18045,540,00,1
18047,360,00,1
18048,720,00,2
18049,1080,00,3
18050,1080,00,3
18053,306,00,1
18054,1080,00,3
18062,721,06,2
18063,1080,00,3
18064,612,00,2
18068,918,00,3
18070,306,00,1
18076,1080,00,3
18078,1080,00,3
18083,918,00,3
18087,918,00,3
18093,360,00,1
18096,1080,00,3
18100,1080,00,3
18101,1080,00,3
18102,2112,00,3
18104,306,00,1
18105,360,00,1
18107,1080,00,3
18108,380,38,1
18110,1005,00,1
18112,1408,00,2
18113,11424,00,14
18116,540,00,3
18120,1080,00,3
18122,1408,00,2
18123,1080,00,3
18127,1500,00,1
18129,720,00,2
18131,11780,00,7
18137,306,00,1
18139,1408,00,2
18141,720,00,2
18143,1080,00,3
18145,360,00,1
18152,18,58,1
18155,360,00,1
18156,918,00,3
18157,918,00,3
18167,598,40,1
18170,612,00,2
18171,360,00,1
18172,918,00,3
18173,1080,00,2
18174,1080,00,3
18179,261,25,1
18180,612,00,2
18182,720,00,2
18184,1080,00,2
18187,1005,00,1
18191,1507,50,3
18194,1080,00,3
18198,3420,00,2
18202,360,00,1
18205,306,00,1
18206,1080,00,3
18223,3000,00,1
18226,360,00,1
18227,704,00,1
18230,360,00,1
18233,1080,00,3
18237,720,00,2
18238,500,00,1
18240,854,25,1
18241,720,00,2
18243,540,00,3
18247,3000,00,2
18248,502,50,1
18252,40,27,1
18253,1080,00,3
18255,306,00,1
18256,360,00,1
18263,1080,00,1
18264,360,00,1
18266,1408,00,2
18271,1080,00,2
18274,1080,00,3
18276,1080,00,3
18278,360,00,1
18281,1080,00,3
18285,918,00,3
18286,612,00,2
18289,360,00,1
18290,1354,40,1
18294,2010,00,2
18304,1530,00,4
18306,502,50,1
18307,1080,00,3
18311,1836,00,1
18316,720,00,2
18317,918,00,3
18318,1080,00,3
18320,1080,00,3
18322,1080,00,3
18323,342,00,1
18325,1080,00,3
18326,1080,00,3
18329,952,00,4
18331,612,00,2
18333,1005,00,1
18337,918,00,3
18338,306,00,1
18341,720,00,1
18344,612,00,2
18345,918,00,3
18348,612,00,2
18349,361,66,1
18350,540,00,3
18351,360,00,1
18356,306,00,1
18359,5100,00,3
18366,647,17,1
18369,612,00,2
18371,93,66,1
18374,800,00,1
18375,182,16,1
18376,2112,00,3
18378,360,00,1
18379,1464,89,1
18380,375,00,1
18382,1555,55,1
18384,770,00,2
18386,360,00,1
18388,30,00,1
18390,627,00,1
18392,405,00,1
18394,50,76,1
18395,6957,50,12
18396,2280,00,2
18399,48,88,1
18403,360,00,1
18404,50,00,1
18407,3015,00,3
18409,60,00,1
18412,1050,00,3
18413,720,00,2
18415,452,98,1
18733,360,00,1
18734,720,00,2
18735,283,04,1
18737,720,00,2
18738,1005,00,1
18739,360,00,1
18740,720,00,2
18741,170,00,1
18743,3210,00,2
18745,31,20,1
18746,1224,00,2
18747,5000,00,2
18750,918,00,3
18751,5000,00,2
18752,11995,00,11
18753,612,00,2
18754,720,00,2
18755,284,75,1
18756,2860,00,2
18757,720,00,2
18758,720,00,2
18759,306,00,1
18760,720,00,2
18762,650,88,1
18763,1608,00,2
18764,28,80,1
18765,360,00,1
18767,2245,00,1
18768,900,00,3
18769,820,00,2
18770,598,40,1
18771,1080,00,3
18772,612,00,2
18773,720,00,2
18774,24,00,1
18775,720,00,2
18776,633,60,1
18777,720,00,2
18778,720,00,2
18780,160,80,1
18782,5000,00,2
18784,360,00,1
18785,720,00,2
18787,156,00,1
18788,720,00,2
18789,24,00,1
18790,26,40,1
18792,720,00,2
18795,360,00,1
18798,1080,00,2
18800,1358,50,1
18802,306,00,1
18803,360,00,1
18804,38,40,1
18805,720,00,2
18806,360,00,1
18807,36,00,1
18808,300,00,1
18809,720,00,2
18810,360,00,1
18811,2550,00,2
18812,76,80,1
18813,74,40,1
18814,855,00,1
18815,33,60,1
18816,48,00,1
18817,4000,00,16
18818,4000,00,16
18819,4000,00,16
18820,4000,00,16
18821,720,00,2
18823,2480,00,2
18825,738,00,1
18826,2400,00,2
18828,720,00,2
18829,4000,00,16
18830,750,00,3
18831,168,00,1
18832,2500,00,1
18834,2108,00,2
18835,1408,00,2
18836,5000,00,2
18837,804,00,1
18838,720,00,2
18839,240,00,1
18841,720,00,2
18842,360,00,1
18843,360,00,1
18848,1080,00,3
18849,720,00,2
18850,24,00,1
18851,720,00,2
18852,1500,00,1
18854,4000,00,16
18855,31,20,1
18856,1080,00,2
18857,360,00,1
18858,720,00,2
18860,120,00,1
18861,3744,00,2
18862,720,00,2
18863,2500,00,1
18864,720,00,2
18866,720,00,2
18869,720,00,2
18870,720,00,2
18872,360,00,1
18873,720,00,2
18874,284,75,1
18876,43,20,1
18877,720,00,2
18881,704,00,1
18882,720,00,2
18883,360,00,1
18884,535,04,1
18885,5000,00,2
18886,360,00,1
18887,306,00,1
18889,720,00,2
18890,345,00,2
18896,10500,00,7
18897,57,60,1
18898,24,00,1
18899,350,00,1
18900,720,00,2
18902,4620,00,14
18904,5000,00,2
18908,24,00,1
18909,45,60,1
18910,720,00,2
18912,360,00,1
18913,720,00,2
18915,721,06,1
18917,306,00,1
18918,306,00,1
18920,720,00,2
18921,804,00,1
18922,5000,00,2
18923,26,40,1
18924,262,08,1
18926,73,50,1
18927,612,00,2
18928,720,00,2
18929,360,00,1
18930,1354,40,1
18932,1440,00,2
18933,612,00,2
18934,5000,00,2
18935,225,00,1
18936,360,00,1
18937,612,00,2
18939,38,40,1
18940,26,40,1
18941,720,00,2
18942,360,00,1
18943,612,00,2
18944,612,00,2
18945,84,00,1
18946,720,00,2
18948,120,00,1
18949,273,69,1
18950,1126,40,2
18951,612,00,1
18952,720,00,2
18953,1275,00,1
18955,306,00,1
18956,580,00,1
18958,720,00,2
18959,52,80,1
18960,2480,00,2
18961,1872,00,1
18963,720,00,2
18964,360,00,1
18965,2816,00,2
18966,5000,00,2
18967,720,00,2
18969,1080,00,3
18970,720,00,2
18971,2880,00,8
18972,74,40,1
18973,11400,00,5
18974,720,00,2
18976,720,00,2
18977,720,00,2
18978,36,00,1
18979,5000,00,2
18981,5000,00,2
18982,5000,00,2
18983,180,00,1
18984,314,49,1
18985,360,00,1
18986,360,00,1
18987,360,00,1
18988,720,00,2
18989,360,00,1
18990,720,00,2
18991,720,00,2
18992,2853,00,2
18993,360,00,1
18994,612,00,2
18995,24,00,1
18997,720,00,2
18998,720,00,2
18999,1005,00,1
19000,612,00,2
19002,720,00,2
19003,4000,00,2
19004,306,00,1
19006,612,00,2
19007,720,00,2
19008,720,00,2
19009,31,20,1
19010,720,00,2
19011,720,00,2
19012,360,00,1
19014,2500,00,1
19015,5000,00,2
19016,31,20,1
19017,612,00,2
19018,5000,00,2
19020,720,00,2
19022,720,00,2
19023,612,00,2
19024,612,00,2
19025,720,00,2
19027,704,00,1
19028,306,00,1
19029,2800,00,8
19030,50,40,1
19031,720,00,2
19033,1049,00,1
19034,306,00,1
19035,1240,00,1
19037,1005,00,1
19038,24,00,1
19039,612,00,1
19040,60,00,1
19042,306,00,1
19043,2500,00,1
19044,36,00,1
19045,24,00,1
19046,360,00,1
19047,306,00,1
19050,2752,80,4
19052,360,00,1
19053,148,80,1
19054,28,80,1
19055,26,40,1
19057,720,00,2
19059,612,00,2
19060,768,00,2
19061,5000,00,2
19063,720,00,2
19064,5000,00,2
19066,1005,00,1
19067,24,00,1
19068,720,00,2
19069,43,20,1
19070,704,00,1
19071,360,00,1
19072,1200,12,2
19073,5000,00,2
19074,361,66,1
19075,306,00,1
19076,720,00,2
19077,2160,00,3
19078,1380,00,1
19079,612,00,2
19082,360,00,1
19083,9600,00,10
19086,1710,00,1
19089,360,00,1
19091,306,00,1
19094,524,16,2
19095,720,00,2
19096,1408,00,2
19097,360,00,1
19098,72,00,1
19099,704,00,1
19100,720,00,2
19101,28,80,1
19103,2550,00,2
19106,720,00,2
19107,1408,00,2
19108,5000,00,2
19109,720,00,2
19111,720,00,2
19112,1528,00,1
19113,52,80,1
19114,720,00,2
19115,36,00,1
19116,360,00,1
19117,720,00,2
19119,4020,00,4
19120,360,00,1
19121,720,00,2
19122,33,60,1
19126,612,00,2
19127,720,00,2
19128,313,50,1
19129,612,00,2
19130,3072,30,3
19131,1408,00,2
19132,1196,80,2
19133,720,00,2
19136,1005,00,1
19137,720,00,2
19138,612,00,2
19139,360,00,1
19140,720,00,2
19141,2010,00,2
19143,1080,00,3
19144,720,00,2
19146,360,00,1
19147,360,00,1
19149,2,28,1
19152,4824,00,4
19156,84,00,1
19158,612,00,2
19159,5000,00,2
19160,932,00,3
19162,74,40,1
19164,720,00,2
19165,612,00,2
19167,720,00,2
19168,720,00,2
19169,720,00,2
19170,720,00,2
19171,704,00,1
19172,720,00,2
19174,720,00,2
19177,720,00,2
19178,1005,00,1
19179,24,00,1
19180,720,00,2
19181,720,00,2
19182,720,00,2
19183,299,00,1
19189,720,00,2
19191,720,00,1
19192,720,00,2
19193,306,00,1
19194,360,00,1
19195,1240,00,1
19196,2550,00,2
19197,612,00,2
19199,854,25,1
19200,720,00,2
19202,1402,20,1
19203,60,00,1
19205,612,00,2
19206,360,00,1
19207,720,00,2
19208,3600,00,12
19209,360,00,1
19210,48,00,1
19211,360,00,1
19212,720,00,2
19214,84,00,1
19215,612,00,2
19216,360,00,1
19217,4680,00,2
19218,704,00,1
19222,854,25,1
19223,5000,00,2
19224,5000,00,2
19225,2715,00,2
19226,918,00,2
19227,720,00,2
19229,2830,00,1
19231,36,00,1
19232,598,40,1
19233,14784,50,6
19234,4695,20,2
19235,320,00,1
19236,2097,80,1
19237,499,40,1
19238,479,20,1
19239,1438,13,2
19240,299,70,1
19241,89,90,1
19243,359,70,3
19244,179,80,1
19245,179,80,1
19246,1108,70,6
19248,299,90,1
19249,1348,30,7
19250,859,30,1
19251,6512,20,20
19253,928,60,3
19254,599,40,1
19255,179,80,1
19256,679,40,1
19257,4637,70,5
19258,119,80,2
19259,239,80,1
19260,4075,50,4
19261,599,70,3
19262,1288,80,10
19263,7843,70,14
19264,909,30,1
19265,419,30,2
19268,2578,60,1
19269,2057,80,1
19270,239,80,2
19272,799,60,4
19273,3266,60,3
19274,569,40,1
19276,89,90,1
19277,2787,30,3
19278,159,70,1
19279,21627,70,11
19280,299,70,3
19281,119,90,1
19282,59,90,1
19283,1199,00,2
19285,89,90,1
19286,1918,90,2
19287,2097,70,4
19288,4156,80,7
19289,179,80,1
19290,2178,00,1
19425,3206,70,8
19427,479,60,2
19429,289,80,1
19431,1139,40,1
19432,3656,10,1
19434,6057,96,4
19437,1043,33,1
19439,306,00,1
19442,360,00,1
19444,1005,00,1
19447,360,00,1
19449,1005,00,1
19451,1500,00,1
19453,360,00,1
19459,1609,30,1
19460,306,00,1
19461,360,00,1
19463,360,00,1
19464,2000,00,1
19465,306,00,1
19466,2500,00,1
19467,360,00,1
19469,306,00,1
19471,1737,78,1
19472,360,00,1
19473,598,40,1
19479,1500,00,1
19480,306,00,1
19481,360,00,1
19482,360,00,1
19483,180,00,1
19485,360,00,1
19486,360,00,1
19489,306,00,1
19491,306,00,1
19498,500,00,1
19499,360,00,1
19500,360,00,1
19501,525,00,1
19504,306,00,1
19505,360,00,1
19508,306,00,1
19509,360,00,1
19510,1054,00,1
19512,262,08,1
19514,360,00,1
19515,360,00,1
19516,360,00,1
19517,360,00,1
19519,306,00,1
19520,90,00,1
19523,1708,50,2
19528,360,00,1
19531,720,00,1
19533,598,40,1
19534,395,32,1
19538,360,00,1
19539,306,00,1
19541,360,00,1
19542,854,25,1
19543,360,00,1
19544,345,94,1
19547,1200,00,1
19548,524,25,1
19549,360,00,1
19550,1081,59,3
19553,598,40,1
19554,360,00,1
19556,2100,00,1
19560,2500,00,1
19561,360,00,1
19562,360,00,1
19564,360,00,1
19565,306,00,1
19569,1037,82,1
19571,704,00,1
19572,360,00,1
19573,360,00,1
19574,306,00,1
19575,180,00,1
19576,1710,00,1
19578,360,00,1
19580,360,00,1
19581,360,00,1
19583,2646,00,1
19584,360,00,1
19586,360,00,1
19589,306,00,1
19591,360,00,1
19592,360,00,1
19593,1005,00,1
19594,306,00,1
19596,360,00,1
19599,990,00,1
19600,261,25,1
19603,360,00,1
19604,720,00,2
19605,360,00,1
19607,306,00,1
19608,1034,55,1
19610,360,00,1
19612,192,00,1
19615,306,00,1
19617,360,00,1
19619,360,00,1
19620,360,00,1
19623,360,00,1
19626,180,00,1
19627,180,00,1
19628,360,00,1
19629,2500,00,1
19630,239,35,1
19632,360,00,1
19633,360,00,1
19635,1500,00,1
19637,720,00,2
19638,360,00,1
19640,360,00,1
19641,360,00,1
19643,361,66,1
19644,306,00,1
19645,704,00,1
19646,252,00,1
19648,170,00,1
19649,283,04,1
19650,306,00,1
19655,360,00,1
19658,306,00,1
19661,326,04,1
19662,306,00,1
19664,306,00,1
19665,360,00,1
19666,313,50,1
19667,360,00,1
19668,1037,92,1
19670,576,55,1
19671,360,00,1
19672,360,00,1
19673,900,00,1
19674,360,00,1
19675,360,00,1
19677,360,00,1
19680,1005,00,1
19682,704,00,1
19683,360,00,1
19684,360,00,1
19685,2500,00,1
19686,1240,00,1
19687,361,66,1
19694,252,00,1
19696,360,00,1
19697,360,00,1
19698,1453,50,1
19699,704,00,1
19701,360,00,1
19703,360,00,1
19704,1240,00,1
19705,360,00,1
19708,240,00,1
19709,360,00,1
19713,1240,00,1
19714,360,00,1
19715,1989,00,2
19716,360,00,1
19717,360,00,1
19721,306,00,1
19722,360,00,1
19723,360,00,1
19724,360,00,1
19725,360,00,1
19727,360,00,1
19729,360,00,1
19732,2500,00,1
19734,360,00,1
19736,360,00,1
19739,360,00,1
19742,5000,00,2
19745,360,00,1
19746,360,00,1
19792,17881,20,2
